Property_ID,Date,City,Locality,State,Property_Type,BHK,Area_Sqft,Property_Age_Years,Sale_Price_Lakh,Price_per_Sqft,Monthly_Rent,Rental_Yield_Percent,New_Listings,Units_Sold,Unsold_Inventory,Days_on_Market,Demand_Index,Supply_Index,Interest_Rate_Percent,Inflation_Percent,GDP_Growth_Percent,Metro_Distance_Km,Latitude,Longitude
PROP01284,2023-07-01,Kolkata,Rajarhat,West Bengal,Apartment,3,1294,15,72.23,5582.23,25928,4.31,102,51,225,94,69.3,73.3,6.49,5.73,6.62,6.5,22.626022,88.475731
PROP01285,2022-07-01,Pune,Wakad,Maharashtra,Apartment,3,1693,5,113.74,6718.46,42509,4.48,133,87,236,54,80.8,60.2,6.46,5.38,6.87,3.5,18.602973,73.76705
PROP01286,2023-03-01,Chennai,OMR,Tamil Nadu,Apartment,3,1377,14,108.83,7903.7,40235,4.44,151,93,304,66,68.5,62.6,6.46,4.72,6.87,1.9,12.932163,80.232756
PROP01287,2023-05-01,Kolkata,Ballygunge,West Bengal,Apartment,3,1479,1,83.57,5650.16,32530,4.67,27,15,23,83,75.3,64.8,6.57,4.89,6.65,6.2,22.529102,88.366414
PROP01288,2023-04-01,Delhi,Rohini,Delhi,Apartment,2,1153,10,130.81,11345.31,30169,2.77,221,131,454,67,77.5,73.9,6.34,4.59,6.23,7.5,28.746797,77.059367
PROP01289,2023-05-01,Noida,Sector 150,Uttar Pradesh,Independent House,2,956,19,65.78,6881.0,21554,3.93,190,96,429,64,77.7,70.7,6.34,5.21,6.74,6.8,28.480526,77.405704
PROP01290,2025-12-01,Bengaluru,Electronic City,Karnataka,Apartment,2,1248,2,109.17,8747.78,40036,4.4,204,112,455,70,76.4,71.3,6.27,5.28,6.51,8.1,12.843558,77.661826
PROP01291,2025-07-01,Delhi,Rohini,Delhi,Apartment,3,1294,6,158.0,12209.92,40122,3.05,174,101,398,68,84.6,68.9,6.52,4.68,6.24,4.1,28.746996,77.050228
PROP01292,2023-01-01,Hyderabad,Kondapur,Telangana,Apartment,2,1036,20,82.15,7929.24,31525,4.61,252,162,457,65,85.6,69.4,6.5,4.89,6.61,6.3,17.469707,78.36613
PROP01293,2025-09-01,Chennai,Velachery,Tamil Nadu,Apartment,1,638,8,52.16,8176.25,16786,3.86,97,46,214,69,75.8,80.2,6.47,4.97,6.59,0.5,12.981088,80.212837
PROP01294,2023-11-01,Delhi,Saket,Delhi,Apartment,1,698,3,73.94,10593.33,17177,2.79,247,165,455,86,80.9,83.6,6.51,5.27,6.34,2.6,28.528117,77.202872
PROP01295,2024-05-01,Hyderabad,Kondapur,Telangana,Apartment,3,1565,8,119.41,7630.19,48416,4.87,205,127,366,92,64.2,71.5,6.51,4.71,6.87,7.0,17.462908,78.368038
PROP01296,2022-12-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,2,1070,15,248.71,23243.83,72140,3.48,163,121,306,73,86.8,66.1,6.38,4.85,7.08,10.5,19.035837,73.034666
PROP01297,2023-01-01,Chennai,Porur,Tamil Nadu,Apartment,3,1450,1,93.22,6429.04,28488,3.67,94,57,99,89,67.3,68.6,6.52,5.04,7.14,7.5,13.039919,80.155547
PROP01298,2022-09-01,Hyderabad,Kukatpally,Telangana,Apartment,3,1346,3,83.49,6202.74,31318,4.5,133,103,192,76,81.6,56.4,6.4,4.0,6.7,11.0,17.486176,78.417759
PROP01299,2022-04-01,Delhi,Saket,Delhi,Apartment,1,623,15,75.15,12062.71,27008,4.31,188,133,306,50,91.4,75.5,6.39,5.57,6.27,5.1,28.526693,77.207577
PROP01300,2025-09-01,Delhi,Saket,Delhi,Independent House,4,2114,15,349.36,16525.92,95299,3.27,231,129,471,63,66.9,70.6,6.34,4.62,6.07,4.7,28.533329,77.213553
PROP01301,2026-02-01,Ahmedabad,Satellite,Gujarat,Apartment,4,2111,14,124.48,5896.56,53988,5.2,126,78,226,59,88.6,52.0,6.39,4.99,6.56,11.2,23.0257,72.512973
PROP01302,2025-06-01,Hyderabad,Gachibowli,Telangana,Villa,2,1047,2,139.96,13367.34,52934,4.54,128,83,339,81,88.7,73.6,6.47,5.4,6.03,1.0,17.436051,78.350574
PROP01303,2025-07-01,Ahmedabad,Maninagar,Gujarat,Apartment,3,1272,6,67.72,5324.07,23579,4.18,92,65,104,67,77.9,70.7,6.44,5.35,5.76,3.0,22.991109,72.598135
PROP01304,2022-08-01,Kolkata,Rajarhat,West Bengal,Villa,2,879,18,88.31,10047.07,36421,4.95,199,138,424,60,79.5,64.0,6.27,5.61,6.25,3.5,22.618477,88.490654
PROP01305,2022-01-01,Noida,Sector 137,Uttar Pradesh,Apartment,3,1731,12,116.17,6711.14,48211,4.98,135,83,250,81,73.8,66.6,6.39,5.36,7.03,4.8,28.517873,77.40651
PROP01306,2026-06-01,Mumbai,Thane,Maharashtra,Apartment,2,1117,16,218.76,19584.39,69565,3.82,271,142,585,75,69.1,79.8,6.5,4.46,6.45,1.4,19.218105,72.971585
PROP01307,2022-04-01,Delhi,Greater Kailash,Delhi,Independent House,2,880,10,116.19,13203.58,33324,3.44,170,112,327,68,77.6,70.4,6.28,5.51,6.3,3.4,28.546358,77.239579
PROP01308,2025-03-01,Bengaluru,Koramangala,Karnataka,Apartment,2,1109,5,118.9,10721.01,36761,3.71,144,83,242,79,76.4,69.2,6.38,5.23,6.55,9.6,12.931871,77.625431
PROP01309,2026-05-01,Kolkata,Rajarhat,West Bengal,Apartment,3,1495,18,102.5,6855.85,43479,5.09,86,57,171,85,73.9,61.1,6.4,5.54,6.17,3.2,22.617788,88.479975
PROP01310,2026-06-01,Hyderabad,Kukatpally,Telangana,Apartment,2,906,15,66.46,7335.64,28864,5.21,89,56,185,55,97.8,70.3,6.53,5.2,6.96,8.3,17.486495,78.41022
PROP01311,2024-07-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1797,10,92.31,5136.67,36793,4.78,77,53,148,56,80.6,63.2,6.45,5.19,6.85,4.2,23.030145,72.458112
PROP01312,2022-11-01,Pune,Baner,Maharashtra,Apartment,2,1027,3,65.6,6387.71,20934,3.83,182,112,347,71,83.6,61.9,6.44,4.58,6.75,4.9,18.561176,73.786735
PROP01313,2023-03-01,Mumbai,Bandra,Maharashtra,Apartment,3,1562,18,283.4,18143.21,65404,2.77,206,119,425,77,72.8,79.9,6.5,5.23,6.74,0.5,19.057074,72.83216
PROP01314,2026-05-01,Bengaluru,Hebbal,Karnataka,Apartment,2,953,18,107.69,11300.12,26381,2.94,232,168,435,94,95.6,63.8,6.4,4.84,6.26,7.1,13.034481,77.594781
PROP01315,2023-09-01,Chennai,Tambaram,Tamil Nadu,Apartment,3,1466,17,94.64,6455.99,29275,3.71,238,161,415,66,77.6,76.5,6.38,5.85,6.37,2.1,12.920725,80.095375
PROP01316,2024-04-01,Chennai,Velachery,Tamil Nadu,Villa,3,1300,4,129.4,9953.81,47805,4.43,72,44,171,71,52.3,62.1,6.45,5.54,6.98,9.4,12.972665,80.214406
PROP01317,2022-12-01,Pune,Kharadi,Maharashtra,Independent House,3,1573,12,153.84,9780.1,60253,4.7,90,64,135,71,78.1,71.8,6.46,5.29,7.36,3.9,18.549844,73.944157
PROP01318,2023-12-01,Delhi,Greater Kailash,Delhi,Apartment,4,2179,10,256.68,11779.57,52725,2.46,170,113,337,79,81.4,51.5,6.52,5.4,6.52,11.3,28.549102,77.238036
PROP01319,2022-07-01,Hyderabad,Kondapur,Telangana,Apartment,2,905,13,57.06,6305.0,23225,4.88,148,91,274,92,62.6,64.8,6.35,5.04,6.62,8.7,17.473733,78.367315
PROP01320,2024-05-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1428,12,99.82,6990.26,36543,4.39,195,137,352,61,88.3,71.3,6.46,4.82,6.33,10.5,18.589776,73.745725
PROP01321,2022-05-01,Hyderabad,Kukatpally,Telangana,Apartment,1,682,1,48.26,7075.63,16264,4.04,106,71,227,93,87.8,45.3,6.41,5.21,7.46,1.8,17.486773,78.408851
PROP01322,2023-07-01,Mumbai,Borivali,Maharashtra,Independent House,3,1708,0,396.14,23192.97,131790,3.99,141,108,333,69,96.0,71.2,6.52,5.31,7.27,8.1,19.226272,72.864138
PROP01323,2024-12-01,Chennai,Porur,Tamil Nadu,Apartment,3,1277,3,108.66,8508.93,35663,3.94,165,119,307,79,75.6,65.1,6.44,5.1,6.3,11.2,13.031318,80.155521
PROP01324,2024-01-01,Chennai,Velachery,Tamil Nadu,Apartment,2,1114,20,89.6,8042.86,28428,3.81,155,118,355,65,88.3,59.5,6.49,5.2,6.49,5.4,12.986937,80.220673
PROP01325,2023-06-01,Noida,Sector 137,Uttar Pradesh,Apartment,1,705,0,43.07,6109.53,12202,3.4,171,112,357,81,77.8,71.2,6.55,5.38,6.38,4.2,28.510094,77.405192
PROP01326,2024-10-01,Noida,Sector 75,Uttar Pradesh,Apartment,2,1130,13,79.82,7064.1,17002,2.56,208,125,401,68,74.1,71.2,6.41,4.56,5.76,8.8,28.588499,77.390429
PROP01327,2022-02-01,Jaipur,Malviya Nagar,Rajasthan,Independent House,3,1323,13,72.76,5499.79,35853,5.91,76,46,156,87,67.2,79.7,6.41,4.78,7.27,2.6,26.846923,75.810763
PROP01328,2023-07-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,1,696,4,131.1,18836.14,39053,3.57,194,141,376,79,87.6,71.8,6.36,5.24,6.88,4.8,19.02971,73.030411
PROP01329,2024-03-01,Kolkata,Salt Lake,West Bengal,Villa,2,927,12,87.34,9421.28,40580,5.58,99,82,186,41,80.9,50.6,6.42,5.35,5.51,9.7,22.583868,88.410613
PROP01330,2025-08-01,Ahmedabad,SG Highway,Gujarat,Apartment,3,1397,10,95.47,6834.23,38322,4.82,177,112,326,81,78.3,59.3,6.49,5.19,7.09,4.0,23.045214,72.513892
PROP01331,2025-06-01,Ahmedabad,Maninagar,Gujarat,Independent House,3,1610,12,123.02,7641.07,48757,4.76,118,89,226,67,79.3,62.8,6.46,5.01,6.13,5.6,22.997376,72.604323
PROP01332,2025-07-01,Delhi,Vasant Kunj,Delhi,Apartment,4,1944,9,237.2,12201.51,81360,4.12,171,97,302,92,68.0,65.5,6.55,5.19,5.97,4.9,28.530661,77.153013
PROP01333,2024-12-01,Delhi,Greater Kailash,Delhi,Apartment,3,1535,14,203.07,13229.34,55856,3.3,50,26,92,71,73.4,63.0,6.51,4.95,7.16,9.7,28.545516,77.237469
PROP01334,2023-11-01,Noida,Sector 137,Uttar Pradesh,Villa,1,759,17,99.07,13052.62,27069,3.28,189,130,394,78,81.1,77.1,6.72,4.23,5.9,3.9,28.508873,77.40517
PROP01335,2023-11-01,Hyderabad,Miyapur,Telangana,Apartment,1,740,7,61.33,8287.89,19654,3.85,103,57,214,72,73.2,71.9,6.54,5.42,6.6,7.2,17.499749,78.351917
PROP01336,2024-04-01,Mumbai,Borivali,Maharashtra,Apartment,2,866,3,192.17,22190.98,58387,3.65,132,87,277,68,91.0,84.7,6.41,4.5,6.7,5.0,19.230078,72.851147
PROP01337,2025-02-01,Hyderabad,Kondapur,Telangana,Apartment,2,910,9,79.57,8743.57,32426,4.89,87,57,203,65,83.3,64.0,6.52,5.37,6.81,6.0,17.467956,78.365095
PROP01338,2024-06-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,1225,1,55.66,4543.91,19000,4.1,68,49,152,84,72.8,64.9,6.45,4.69,6.75,10.2,26.911851,75.782074
PROP01339,2022-03-01,Delhi,Mayur Vihar,Delhi,Apartment,2,1136,18,127.51,11224.53,31350,2.95,222,142,321,69,81.3,74.6,6.55,4.85,5.83,6.6,28.609096,77.291091
PROP01340,2024-03-01,Noida,Sector 75,Uttar Pradesh,Apartment,2,939,1,55.06,5863.81,18095,3.94,211,112,445,90,73.4,79.9,6.41,5.34,7.02,5.2,28.589585,77.38842
PROP01341,2025-09-01,Delhi,Vasant Kunj,Delhi,Independent House,2,972,5,169.46,17434.48,40084,2.84,155,73,332,74,69.0,75.7,6.35,5.02,6.52,8.9,28.529568,77.162476
PROP01342,2024-07-01,Hyderabad,Kukatpally,Telangana,Apartment,3,1583,3,131.47,8305.39,57496,5.25,173,101,341,81,76.7,70.2,6.37,5.14,7.01,8.7,17.485228,78.414737
PROP01343,2025-03-01,Ahmedabad,Maninagar,Gujarat,Apartment,1,564,5,34.02,6032.09,15939,5.62,234,151,428,68,82.5,61.7,6.48,4.59,6.8,9.1,22.996487,72.600698
PROP01344,2023-12-01,Hyderabad,Miyapur,Telangana,Apartment,2,1150,17,65.3,5678.52,22648,4.16,77,54,140,71,80.5,56.0,6.5,5.93,6.74,9.2,17.504101,78.349872
PROP01345,2024-02-01,Chennai,OMR,Tamil Nadu,Apartment,4,1952,20,114.32,5856.53,49140,5.16,129,64,286,88,75.5,80.0,6.44,5.44,6.69,7.1,12.938131,80.229588
PROP01346,2026-03-01,Hyderabad,Gachibowli,Telangana,Apartment,2,1119,13,83.45,7457.67,31242,4.49,206,148,359,64,89.5,60.2,6.5,4.57,6.45,1.1,17.437854,78.349041
PROP01347,2022-04-01,Hyderabad,Hitech City,Telangana,Villa,3,1620,7,191.13,11798.42,76999,4.83,255,174,522,67,79.0,66.6,6.53,5.31,6.71,0.5,17.447298,78.388612
PROP01348,2024-04-01,Hyderabad,Gachibowli,Telangana,Apartment,2,868,4,70.81,8158.08,27527,4.66,144,111,229,86,98.0,59.6,6.39,4.31,6.81,10.8,17.443423,78.347712
PROP01349,2025-12-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,1107,17,95.15,8595.49,27682,3.49,183,125,354,53,80.7,67.5,6.34,4.71,6.22,2.1,28.607701,77.437795
PROP01350,2022-03-01,Kolkata,New Town,West Bengal,Apartment,4,2416,18,122.26,5060.28,39396,3.87,104,57,204,74,65.1,54.5,6.4,5.8,6.1,11.6,22.583318,88.416712
PROP01351,2022-04-01,Chennai,Adyar,Tamil Nadu,Independent House,2,1072,16,77.88,7264.96,26800,4.13,127,88,168,65,88.3,55.5,6.49,5.54,6.31,6.4,13.000409,80.258726
PROP01352,2022-11-01,Delhi,Dwarka,Delhi,Apartment,1,580,9,68.08,11737.73,14635,2.58,181,99,424,60,75.1,72.4,6.4,4.24,6.72,9.8,28.605494,77.050105
PROP01353,2023-10-01,Bengaluru,Koramangala,Karnataka,Apartment,2,1155,13,104.92,9083.78,46252,5.29,163,99,316,56,82.3,63.2,6.41,4.74,6.42,0.7,12.932502,77.623615
PROP01354,2024-05-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,2,963,11,48.86,5073.62,17156,4.21,129,104,192,79,79.4,54.0,6.29,4.83,6.19,11.3,23.008361,72.518279
PROP01355,2025-06-01,Chennai,Porur,Tamil Nadu,Apartment,1,654,11,47.92,7326.96,16981,4.25,167,94,284,80,73.5,59.8,6.44,4.73,6.27,5.1,13.044436,80.157594
PROP01356,2022-12-01,Hyderabad,Hitech City,Telangana,Villa,3,1645,16,195.75,11899.92,70552,4.32,126,99,206,86,83.9,63.7,6.5,4.84,6.37,4.0,17.446542,78.392651
PROP01357,2023-02-01,Jaipur,C-Scheme,Rajasthan,Villa,2,1240,13,84.74,6833.73,42566,6.03,136,93,250,82,72.6,54.8,6.36,3.53,6.6,11.0,26.909397,75.784263
PROP01358,2023-03-01,Bengaluru,Koramangala,Karnataka,Apartment,4,1881,6,175.81,9346.38,59414,4.06,206,96,387,77,70.5,81.7,6.37,4.97,5.74,9.5,12.933555,77.623731
PROP01359,2023-02-01,Jaipur,Vaishali Nagar,Rajasthan,Villa,2,956,11,68.11,7124.67,29935,5.27,218,152,383,93,70.1,66.9,6.43,5.23,6.86,1.0,26.914041,75.745585
PROP01360,2024-11-01,Delhi,Rohini,Delhi,Apartment,2,1234,15,163.67,13263.7,36648,2.69,215,97,373,86,70.1,79.7,6.47,5.23,6.66,6.5,28.747858,77.052075
PROP01361,2022-10-01,Kolkata,New Town,West Bengal,Apartment,2,855,10,48.39,5659.64,18835,4.67,125,64,284,68,63.4,72.5,6.59,5.12,6.56,0.3,22.588566,88.419102
PROP01362,2025-03-01,Pune,Hinjewadi,Maharashtra,Apartment,3,1748,19,121.7,6962.53,40152,3.96,133,65,296,77,71.9,71.1,6.42,4.59,6.59,11.6,18.590954,73.743532
PROP01363,2025-07-01,Hyderabad,Hitech City,Telangana,Independent House,3,1772,18,167.76,9467.21,57424,4.11,180,126,274,94,78.2,64.0,6.4,5.42,6.24,4.7,17.443048,78.390176
PROP01364,2024-03-01,Chennai,Velachery,Tamil Nadu,Apartment,2,1242,7,89.94,7241.37,31064,4.14,192,98,414,95,71.6,71.0,6.53,4.95,6.27,2.4,12.978903,80.221541
PROP01365,2022-07-01,Delhi,Saket,Delhi,Apartment,2,1097,13,107.92,9837.3,23156,2.57,156,90,366,92,87.8,78.3,6.34,4.52,6.39,10.9,28.522345,77.208409
PROP01366,2024-02-01,Kolkata,Behala,West Bengal,Apartment,3,1488,2,94.11,6324.62,38334,4.89,142,97,248,72,74.5,66.7,6.45,4.13,6.6,8.5,22.495645,88.308754
PROP01367,2023-11-01,Delhi,Vasant Kunj,Delhi,Apartment,3,1560,12,188.82,12104.06,34617,2.2,204,103,530,81,71.0,72.4,6.32,5.58,6.06,6.8,28.525583,77.14867
PROP01368,2022-06-01,Mumbai,Thane,Maharashtra,Apartment,4,2332,2,614.45,26348.69,189048,3.69,144,96,284,78,83.2,76.2,6.5,4.43,6.19,3.5,19.222265,72.972908
PROP01369,2024-06-01,Kolkata,New Town,West Bengal,Villa,2,954,13,94.17,9870.91,35116,4.47,119,75,206,76,73.7,57.1,6.35,5.2,6.68,11.9,22.586969,88.410913
PROP01370,2024-03-01,Noida,Sector 78,Uttar Pradesh,Independent House,1,555,16,53.41,9624.1,18837,4.23,214,118,484,79,74.0,72.9,6.55,4.91,7.24,1.1,28.566464,77.384283
PROP01371,2023-02-01,Mumbai,Powai,Maharashtra,Apartment,1,717,0,119.1,16610.94,26302,2.65,107,45,293,87,64.2,83.6,6.43,5.15,6.83,7.8,19.111426,72.908933
PROP01372,2026-04-01,Kolkata,Ballygunge,West Bengal,Apartment,4,2429,6,113.66,4679.43,44312,4.68,176,103,353,74,81.2,64.4,6.52,4.57,6.77,5.5,22.523821,88.370784
PROP01373,2023-08-01,Kolkata,Rajarhat,West Bengal,Apartment,2,932,15,66.69,7156.05,21669,3.9,86,43,181,79,65.7,69.5,6.31,5.16,6.69,8.3,22.629243,88.482558
PROP01374,2025-10-01,Noida,Sector 150,Uttar Pradesh,Apartment,3,1263,13,82.56,6536.78,25293,3.68,201,133,375,75,78.5,66.6,6.41,5.44,5.97,6.9,28.47502,77.404965
PROP01375,2026-06-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,2,1211,7,66.4,5482.78,33280,6.01,122,90,192,101,79.2,52.1,6.38,4.98,6.29,4.9,26.856529,75.804459
PROP01376,2022-02-01,Pune,Wakad,Maharashtra,Apartment,3,1526,2,93.25,6110.95,31778,4.09,138,79,329,72,65.3,73.0,6.53,5.72,6.3,1.0,18.591079,73.764622
PROP01377,2025-07-01,Mumbai,Borivali,Maharashtra,Apartment,1,619,9,119.88,19366.7,31376,3.14,201,122,448,75,82.2,65.6,6.42,4.78,6.72,1.8,19.234134,72.863119
PROP01378,2022-11-01,Chennai,OMR,Tamil Nadu,Villa,4,1796,3,170.41,9488.4,49101,3.46,123,64,262,79,69.7,66.5,6.39,5.03,6.41,11.2,12.93343,80.231502
PROP01379,2023-12-01,Delhi,Greater Kailash,Delhi,Apartment,3,1567,8,202.03,12892.84,49360,2.93,113,68,208,78,61.9,73.1,6.51,5.28,6.06,3.8,28.542266,77.252913
PROP01380,2022-05-01,Chennai,Velachery,Tamil Nadu,Apartment,3,1488,1,94.65,6361.03,36909,4.68,97,73,157,75,71.1,57.0,6.32,4.43,6.49,2.6,12.980648,80.216531
PROP01381,2024-05-01,Hyderabad,Kukatpally,Telangana,Apartment,3,1378,10,91.35,6628.95,34517,4.53,147,98,348,69,96.0,64.8,6.24,5.19,6.19,1.7,17.49169,78.419726
PROP01382,2022-07-01,Pune,Hinjewadi,Maharashtra,Apartment,1,691,6,51.11,7396.33,14639,3.44,160,91,347,73,84.1,74.6,6.55,4.41,6.8,0.7,18.586815,73.747888
PROP01383,2024-04-01,Hyderabad,Manikonda,Telangana,Independent House,2,866,16,78.31,9042.75,28223,4.32,153,119,229,56,82.9,58.0,6.52,4.26,6.09,8.8,17.40294,78.382362
PROP01384,2022-06-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,950,13,38.66,4069.62,16814,5.22,150,99,291,74,76.1,55.8,6.4,4.48,7.15,8.1,26.906045,75.785619
PROP01385,2024-05-01,Kolkata,Salt Lake,West Bengal,Apartment,2,873,0,62.89,7204.04,26729,5.1,162,87,280,64,62.8,63.4,6.53,4.46,6.52,10.6,22.579785,88.412721
PROP01386,2022-04-01,Bengaluru,Koramangala,Karnataka,Apartment,2,963,5,64.84,6733.29,24096,4.46,173,118,306,87,77.4,63.7,6.34,5.22,6.83,7.4,12.943906,77.621931
PROP01387,2023-09-01,Pune,Kharadi,Maharashtra,Independent House,3,1367,2,123.69,9048.49,52310,5.07,211,175,336,61,96.7,68.2,6.26,4.28,6.65,5.2,18.546933,73.95323
PROP01388,2024-01-01,Bengaluru,Marathahalli,Karnataka,Apartment,4,1916,0,201.31,10506.66,75944,4.53,118,62,236,81,74.5,76.5,6.37,4.93,7.07,11.6,12.95909,77.692943
PROP01389,2025-03-01,Kolkata,New Town,West Bengal,Apartment,3,1709,2,97.81,5723.2,30456,3.74,80,51,124,63,69.9,66.1,6.38,5.24,6.76,1.5,22.58661,88.417617
PROP01390,2024-11-01,Pune,Kharadi,Maharashtra,Apartment,1,636,4,60.93,9580.2,22175,4.37,148,96,259,60,75.7,63.7,6.44,5.16,5.88,8.7,18.558401,73.949519
PROP01391,2025-09-01,Bengaluru,Whitefield,Karnataka,Apartment,2,868,19,66.7,7684.38,18285,3.29,139,89,293,96,83.2,63.2,6.49,5.51,6.72,0.9,12.970146,77.746342
PROP01392,2024-12-01,Bengaluru,HSR Layout,Karnataka,Independent House,2,1045,1,134.55,12875.69,46306,4.13,163,110,275,57,82.4,66.4,6.41,5.49,6.67,8.3,12.908774,77.635885
PROP01393,2023-11-01,Kolkata,Salt Lake,West Bengal,Apartment,3,1325,7,66.67,5032.03,25713,4.63,97,77,137,67,77.5,51.5,6.42,4.66,6.57,2.2,22.58066,88.416883
PROP01394,2025-11-01,Pune,Wakad,Maharashtra,Apartment,2,1106,4,91.32,8256.53,30457,4.0,119,70,252,57,93.6,69.2,6.58,5.19,6.7,7.9,18.604186,73.753519
PROP01395,2024-06-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1696,0,108.52,6398.66,37179,4.11,144,92,208,86,63.7,65.1,6.48,4.64,6.43,8.0,13.083051,80.212073
PROP01396,2023-05-01,Hyderabad,Manikonda,Telangana,Apartment,3,1421,13,98.81,6953.83,38967,4.73,222,127,445,81,68.0,63.6,6.46,5.89,6.16,10.5,17.405232,78.379519
PROP01397,2022-12-01,Hyderabad,Kondapur,Telangana,Apartment,3,1786,18,122.19,6841.47,56754,5.57,60,35,134,80,77.4,66.0,6.28,4.82,6.41,2.1,17.4726,78.364833
PROP01398,2025-12-01,Hyderabad,Manikonda,Telangana,Apartment,1,756,3,57.33,7583.52,25343,5.3,189,130,341,97,77.1,69.6,6.34,5.18,6.62,9.1,17.399575,78.387515
PROP01399,2025-10-01,Bengaluru,Hebbal,Karnataka,Apartment,3,1521,9,162.39,10676.48,52970,3.91,150,90,318,66,93.7,70.9,6.48,4.43,6.59,11.6,13.038287,77.588036
PROP01400,2022-08-01,Mumbai,Bandra,Maharashtra,Apartment,3,1428,18,297.67,20845.31,78266,3.16,222,166,393,67,98.0,80.4,6.39,5.15,5.53,10.5,19.060507,72.828877
PROP01401,2024-04-01,Kolkata,Salt Lake,West Bengal,Apartment,2,1007,10,71.1,7060.84,27637,4.66,136,77,233,76,67.2,59.9,6.3,5.43,6.87,10.3,22.577533,88.412308
PROP01402,2024-10-01,Jaipur,Ajmer Road,Rajasthan,Apartment,2,1187,0,48.01,4044.84,15620,3.9,161,105,310,76,83.4,64.4,6.38,5.47,6.32,10.1,26.893237,75.689049
PROP01403,2024-01-01,Delhi,Dwarka,Delhi,Apartment,3,1342,17,200.7,14955.1,67710,4.05,126,65,265,88,68.5,69.4,6.4,4.77,5.73,0.7,28.594307,77.040632
PROP01404,2022-12-01,Kolkata,New Town,West Bengal,Apartment,1,661,5,37.26,5636.36,12445,4.01,163,82,371,97,56.0,73.4,6.36,4.38,6.77,7.8,22.584835,88.419971
PROP01405,2022-09-01,Bengaluru,Electronic City,Karnataka,Apartment,3,1765,11,139.1,7881.09,47268,4.08,193,106,423,65,87.4,76.0,6.53,4.24,6.51,10.2,12.842636,77.661421
PROP01406,2023-07-01,Kolkata,Ballygunge,West Bengal,Apartment,3,1542,14,99.01,6420.72,40361,4.89,173,134,299,83,83.4,58.7,6.27,5.9,6.45,1.3,22.524229,88.366409
PROP01407,2023-10-01,Pune,Viman Nagar,Maharashtra,Apartment,1,637,2,45.0,7064.06,21824,5.82,183,137,298,93,82.8,67.9,6.38,4.97,6.34,5.7,18.566921,73.909293
PROP01408,2026-06-01,Hyderabad,Manikonda,Telangana,Villa,3,1740,17,241.65,13887.78,100477,4.99,211,118,436,81,70.8,73.2,6.52,4.21,6.75,7.1,17.409803,78.381746
PROP01409,2024-08-01,Delhi,Greater Kailash,Delhi,Apartment,2,946,1,139.41,14736.73,42914,3.69,183,133,311,69,83.8,68.0,6.36,4.97,6.41,11.6,28.548838,77.243121
PROP01410,2024-03-01,Bengaluru,Hebbal,Karnataka,Apartment,3,1485,0,140.32,9449.13,40551,3.47,125,90,247,56,87.2,78.8,6.34,4.54,6.76,10.2,13.034662,77.594007
PROP01411,2025-04-01,Delhi,Saket,Delhi,Apartment,3,1576,15,204.76,12992.36,54597,3.2,133,89,266,73,95.3,68.9,6.36,4.74,6.4,3.8,28.519461,77.213832
PROP01412,2022-10-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1798,5,114.26,6354.68,43213,4.54,196,119,342,87,74.2,62.6,6.35,5.39,5.62,6.4,13.08964,80.210121
PROP01413,2026-04-01,Pune,Kharadi,Maharashtra,Apartment,2,1071,15,99.74,9312.45,40501,4.87,88,52,144,74,74.6,64.0,6.31,4.98,6.45,2.5,18.557202,73.941702
PROP01414,2026-05-01,Hyderabad,Kukatpally,Telangana,Apartment,3,1598,17,144.58,9047.73,47375,3.93,156,125,225,59,87.4,61.8,6.47,4.9,6.13,7.8,17.485218,78.416094
PROP01415,2022-04-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1343,0,85.32,6353.05,24384,3.43,183,132,335,64,74.5,63.2,6.4,5.59,6.45,2.3,13.081545,80.210025
PROP01416,2026-06-01,Ahmedabad,Satellite,Gujarat,Apartment,3,1747,20,102.32,5856.91,31742,3.72,158,100,269,78,74.0,64.4,6.36,5.32,5.69,7.8,23.026196,72.513898
PROP01417,2024-10-01,Hyderabad,Hitech City,Telangana,Independent House,2,1055,5,107.24,10165.38,40172,4.5,155,111,293,58,81.1,59.7,6.26,4.59,6.03,10.0,17.454579,78.382432
PROP01418,2023-06-01,Mumbai,Thane,Maharashtra,Apartment,2,1187,15,228.57,19256.16,65539,3.44,145,114,257,46,88.9,66.4,6.52,5.24,6.71,12.0,19.214139,72.984062
PROP01419,2022-07-01,Chennai,OMR,Tamil Nadu,Apartment,3,1446,0,93.85,6490.52,35203,4.5,139,92,261,71,76.3,66.2,6.46,4.76,7.05,0.9,12.93888,80.233853
